Date,Temperature,Rainfall,Humidity,State
20190101,14.99,0.0,59.94,Odisha
20190102,15.84,0.0,59.88,Odisha
20190103,15.85,0.0,61.19,Odisha
20190104,16.4,0.0,56.69,Odisha
20190105,17.04,0.0,55.26,Odisha
20190106,17.45,0.0,57.12,Odisha
20190107,18.33,0.0,54.02,Odisha
20190108,16.33,0.0,68.04,Odisha
20190109,16.6,0.0,61.8,Odisha
20190110,17.4,0.0,55.82,Odisha
20190111,16.57,0.0,68.1,Odisha
20190112,17.18,0.0,60.62,Odisha
20190113,18.21,0.0,61.72,Odisha
20190114,18.03,0.0,66.62,Odisha
20190115,17.8,0.0,62.16,Odisha
20190116,17.12,0.0,56.38,Odisha
20190117,17.67,0.0,50.08,Odisha
20190118,17.92,0.0,46.09,Odisha
20190119,17.92,0.0,47.6,Odisha
20190120,18.44,0.0,45.53,Odisha
20190121,19.17,0.0,47.75,Odisha
20190122,19.1,0.0,63.64,Odisha
20190123,19.53,0.0,71.56,Odisha
20190124,20.12,0.0,66.15,Odisha
20190125,19.6,0.0,63.65,Odisha
20190126,19.18,0.08,71.55,Odisha
20190127,18.17,0.28,77.21,Odisha
20190128,19.34,0.0,73.84,Odisha
20190129,18.15,0.0,57.31,Odisha
20190130,16.69,0.0,41.73,Odisha
20190131,17.88,0.0,44.21,Odisha
20190201,18.99,0.0,44.17,Odisha
20190202,20.35,0.0,38.2,Odisha
20190203,21.09,0.0,41.65,Odisha
20190204,20.89,0.0,47.1,Odisha
20190205,20.59,0.0,48.95,Odisha
20190206,22.18,0.0,48.85,Odisha
20190207,22.65,0.0,50.36,Odisha
20190208,22.83,0.45,65.42,Odisha
20190209,21.6,0.3,59.85,Odisha
20190210,18.77,0.0,40.47,Odisha
20190211,19.37,0.0,42.57,Odisha
20190212,20.52,0.0,39.14,Odisha
20190213,21.63,0.0,45.75,Odisha
20190214,22.43,0.0,48.89,Odisha
20190215,23.05,0.0,59.68,Odisha
20190216,22.6,9.12,68.29,Odisha
20190217,22.62,0.04,57.9,Odisha
20190218,21.6,0.0,39.76,Odisha
20190219,24.41,0.0,38.84,Odisha
20190220,25.23,0.0,58.99,Odisha
20190221,26.24,0.0,57.82,Odisha
20190222,27.25,0.0,44.73,Odisha
20190223,27.4,0.0,47.2,Odisha
20190224,27.09,0.04,46.76,Odisha
20190225,26.01,8.76,70.19,Odisha
20190226,25.96,4.81,68.12,Odisha
20190227,25.69,5.88,65.36,Odisha
20190228,23.52,2.54,61.82,Odisha
20190301,22.95,0.28,63.97,Odisha
20190302,23.13,0.0,60.27,Odisha
20190303,24.58,0.0,62.51,Odisha
20190304,26.7,0.28,66.39,Odisha
20190305,27.18,0.82,61.27,Odisha
20190306,27.04,0.35,64.89,Odisha
20190307,25.78,0.01,59.34,Odisha
20190308,25.2,0.0,48.92,Odisha
20190309,25.73,0.0,44.04,Odisha
20190310,27.02,0.0,58.09,Odisha
20190311,28.34,0.0,54.02,Odisha
20190312,28.99,0.0,53.84,Odisha
20190313,30.51,0.0,46.93,Odisha
20190314,30.03,2.47,52.96,Odisha
20190315,27.84,5.41,64.12,Odisha
20190316,28.71,0.58,54.53,Odisha
20190317,29.05,0.4,52.6,Odisha
20190318,26.68,13.66,62.98,Odisha
20190319,27.15,0.02,54.56,Odisha
20190320,27.97,0.24,50.36,Odisha
20190321,28.29,1.95,61.0,Odisha
20190322,29.35,1.5,49.08,Odisha
20190323,29.48,0.0,42.31,Odisha
20190324,28.96,0.0,31.83,Odisha
20190325,29.42,0.0,39.09,Odisha
20190326,29.24,0.0,46.05,Odisha
20190327,28.98,0.0,50.27,Odisha
20190328,28.72,0.0,38.67,Odisha
20190329,29.19,0.0,48.06,Odisha
20190330,30.5,0.0,41.72,Odisha
20190331,31.23,0.22,46.94,Odisha
20190401,31.74,1.44,39.77,Odisha
20190402,31.21,0.03,37.42,Odisha
20190403,31.11,0.0,33.09,Odisha
20190404,31.48,0.0,44.97,Odisha
20190405,32.5,0.0,37.11,Odisha
20190406,33.3,0.02,30.27,Odisha
20190407,32.81,0.27,37.22,Odisha
20190408,32.38,1.35,42.82,Odisha
20190409,31.78,3.26,44.16,Odisha
20190410,32.35,1.02,44.89,Odisha
20190411,32.75,0.12,39.86,Odisha
20190412,33.16,2.09,38.86,Odisha
20190413,33.91,0.16,30.52,Odisha
20190414,34.36,0.87,33.29,Odisha
20190415,34.47,0.0,32.52,Odisha
20190416,34.92,0.0,29.4,Odisha
20190417,34.23,0.07,30.24,Odisha
20190418,32.35,0.8,46.59,Odisha
20190419,31.31,4.81,49.97,Odisha
20190420,31.54,2.48,48.36,Odisha
20190421,32.28,2.06,46.94,Odisha
20190422,30.85,7.44,54.82,Odisha
20190423,30.51,7.16,56.5,Odisha
20190424,31.95,0.37,50.78,Odisha
20190425,32.86,0.0,48.82,Odisha
20190426,34.03,0.09,47.73,Odisha
20190427,34.91,0.52,42.72,Odisha
20190428,34.78,0.0,42.38,Odisha
20190429,34.37,0.0,43.72,Odisha
20190430,33.54,0.0,47.0,Odisha
20190501,30.83,0.03,59.46,Odisha
20190502,30.61,5.98,61.65,Odisha
20190503,25.35,88.11,84.13,Odisha
20190504,28.18,0.23,66.1,Odisha
20190505,29.84,1.52,70.84,Odisha
20190506,31.13,0.9,61.0,Odisha
20190507,31.28,0.55,55.53,Odisha
20190508,32.39,0.0,54.44,Odisha
20190509,33.43,0.0,47.33,Odisha
20190510,33.48,0.0,42.13,Odisha
20190511,33.7,0.0,50.94,Odisha
20190512,33.62,0.58,53.41,Odisha
20190513,34.13,0.6,46.73,Odisha
20190514,33.6,0.09,47.92,Odisha
20190515,33.35,2.01,50.32,Odisha
20190516,32.79,3.38,56.24,Odisha
20190517,34.23,0.56,49.84,Odisha
20190518,34.48,0.03,46.66,Odisha
20190519,34.39,0.1,52.18,Odisha
20190520,34.27,0.03,51.03,Odisha
20190521,33.6,0.32,54.9,Odisha
20190522,34.49,0.14,49.17,Odisha
20190523,34.53,1.76,49.8,Odisha
20190524,35.31,1.53,46.67,Odisha
20190525,36.19,0.41,40.49,Odisha
20190526,35.31,0.35,47.59,Odisha
20190527,35.29,0.02,47.86,Odisha
20190528,35.48,1.58,45.37,Odisha
20190529,34.33,5.38,51.72,Odisha
20190530,35.07,0.71,46.82,Odisha
20190531,35.1,2.48,48.89,Odisha
20190601,34.96,2.06,49.22,Odisha
20190602,35.39,1.19,47.72,Odisha
20190603,32.4,5.41,61.9,Odisha
20190604,34.06,0.05,54.67,Odisha
20190605,35.37,3.94,51.12,Odisha
20190606,33.62,1.53,59.2,Odisha
20190607,32.04,0.0,61.79,Odisha
20190608,33.27,0.63,55.24,Odisha
20190609,33.76,1.82,55.61,Odisha
20190610,33.98,1.91,54.45,Odisha
20190611,36.47,0.51,43.74,Odisha
20190612,36.48,8.48,43.91,Odisha
20190613,34.35,5.76,54.27,Odisha
20190614,33.8,0.52,50.08,Odisha
20190615,33.27,8.39,57.49,Odisha
20190616,31.63,4.23,66.33,Odisha
20190617,33.84,0.99,52.91,Odisha
20190618,33.79,4.11,54.68,Odisha
20190619,33.18,1.18,57.96,Odisha
20190620,31.24,12.07,63.89,Odisha
20190621,28.09,33.03,84.45,Odisha
20190622,28.62,4.06,80.99,Odisha
20190623,29.49,2.75,75.85,Odisha
20190624,31.29,0.22,67.65,Odisha
20190625,31.45,0.0,66.47,Odisha
20190626,31.63,0.0,65.47,Odisha
20190627,30.65,12.79,72.1,Odisha
20190628,29.77,9.82,74.04,Odisha
20190629,29.29,9.89,74.65,Odisha
20190630,28.38,3.63,80.12,Odisha
20190701,29.01,12.44,77.07,Odisha
20190702,27.58,29.82,86.74,Odisha
20190703,28.66,7.01,79.75,Odisha
20190704,28.66,3.78,79.57,Odisha
20190705,28.07,10.74,82.45,Odisha
20190706,27.07,23.54,82.96,Odisha
20190707,28.48,3.82,78.38,Odisha
20190708,28.22,1.84,81.2,Odisha
20190709,27.69,8.23,83.26,Odisha
20190710,28.63,2.29,80.95,Odisha
20190711,28.36,0.2,81.0,Odisha
20190712,28.55,1.1,79.36,Odisha
20190713,28.5,2.41,80.25,Odisha
20190714,28.21,0.15,81.29,Odisha
20190715,29.41,0.1,75.29,Odisha
20190716,27.72,5.91,84.09,Odisha
20190717,29.43,3.01,78.31,Odisha
20190718,29.35,10.39,79.09,Odisha
20190719,28.67,2.9,80.16,Odisha
20190720,28.63,0.56,79.57,Odisha
20190721,29.24,0.02,74.54,Odisha
20190722,29.04,1.29,75.63,Odisha
20190723,28.59,5.95,78.65,Odisha
20190724,29.05,4.79,78.07,Odisha
20190725,27.22,41.29,91.06,Odisha
20190726,27.8,12.26,83.74,Odisha
20190727,27.0,26.16,86.95,Odisha
20190728,27.2,39.85,85.77,Odisha
20190729,27.16,3.19,86.22,Odisha
20190730,26.38,2.66,84.07,Odisha
20190731,26.71,2.13,84.41,Odisha
20190801,27.11,0.94,84.8,Odisha
20190802,27.91,0.62,83.77,Odisha
20190803,28.15,3.38,83.89,Odisha
20190804,28.63,0.65,81.81,Odisha
20190805,27.32,14.65,85.92,Odisha
20190806,27.62,21.84,90.71,Odisha
20190807,27.14,47.04,90.57,Odisha
20190808,26.68,17.21,86.14,Odisha
20190809,27.89,2.33,82.62,Odisha
20190810,27.99,0.61,82.61,Odisha
20190811,27.41,4.95,88.61,Odisha
20190812,27.17,35.17,93.7,Odisha
20190813,27.68,18.95,88.18,Odisha
20190814,26.78,3.23,86.56,Odisha
20190815,27.22,0.43,84.07,Odisha
20190816,28.13,1.0,83.72,Odisha
20190817,26.91,9.34,89.96,Odisha
20190818,26.2,28.76,93.61,Odisha
20190819,27.19,2.82,85.69,Odisha
20190820,27.81,3.89,85.88,Odisha
20190821,26.91,4.97,91.01,Odisha
20190822,27.72,4.56,82.74,Odisha
20190823,27.37,10.08,87.31,Odisha
20190824,27.82,13.56,85.14,Odisha
20190825,26.54,27.5,88.82,Odisha
20190826,26.35,10.4,89.31,Odisha
20190827,27.13,1.16,86.4,Odisha
20190828,27.08,0.93,86.01,Odisha
20190829,25.99,4.35,92.34,Odisha
20190830,27.32,1.84,87.37,Odisha
20190831,27.01,1.54,89.29,Odisha
20190901,27.75,3.23,84.08,Odisha
20190902,26.92,8.46,88.35,Odisha
20190903,26.93,16.27,89.26,Odisha
20190904,26.5,15.35,92.55,Odisha
20190905,28.12,11.96,85.15,Odisha
20190906,28.43,35.08,87.92,Odisha
20190907,28.02,34.42,89.14,Odisha
20190908,27.49,30.27,90.31,Odisha
20190909,27.35,2.65,87.97,Odisha
20190910,27.06,3.4,91.03,Odisha
20190911,26.65,19.68,92.52,Odisha
20190912,26.1,7.07,92.93,Odisha
20190913,27.08,0.56,86.66,Odisha
20190914,27.16,0.07,86.8,Odisha
20190915,27.69,10.76,84.68,Odisha
20190916,27.58,6.45,88.01,Odisha
20190917,26.88,1.17,89.38,Odisha
20190918,26.9,1.6,89.5,Odisha
20190919,26.87,1.13,89.32,Odisha
20190920,26.73,2.21,87.96,Odisha
20190921,27.14,0.4,84.49,Odisha
20190922,27.02,2.81,85.02,Odisha
20190923,26.3,8.53,90.84,Odisha
20190924,25.9,16.09,94.53,Odisha
20190925,25.11,31.18,94.22,Odisha
20190926,25.35,6.42,93.53,Odisha
20190927,25.05,5.26,90.36,Odisha
20190928,25.6,12.79,90.09,Odisha
20190929,24.98,29.03,93.93,Odisha
20190930,24.42,2.9,92.69,Odisha
20191001,25.4,3.69,91.29,Odisha
20191002,26.55,0.73,85.5,Odisha
20191003,26.1,0.54,87.49,Odisha
20191004,25.7,0.55,85.7,Odisha
20191005,25.98,1.6,83.14,Odisha
20191006,26.54,6.03,85.07,Odisha
20191007,26.06,15.38,85.28,Odisha
20191008,24.88,11.87,90.48,Odisha
20191009,25.0,6.4,87.71,Odisha
20191010,25.99,0.96,84.62,Odisha
20191011,25.68,3.93,87.07,Odisha
20191012,25.43,2.63,86.39,Odisha
20191013,25.57,5.5,83.0,Odisha
20191014,25.84,1.09,81.77,Odisha
20191015,25.06,0.0,81.96,Odisha
20191016,24.81,1.29,83.37,Odisha
20191017,24.85,2.46,88.8,Odisha
20191018,25.63,1.38,86.24,Odisha
20191019,26.15,0.03,80.74,Odisha
20191020,26.53,1.83,77.03,Odisha
20191021,25.89,0.53,82.99,Odisha
20191022,26.16,1.28,81.0,Odisha
20191023,24.59,27.1,88.76,Odisha
20191024,23.67,69.81,95.08,Odisha
20191025,25.16,24.73,92.09,Odisha
20191026,25.07,0.63,87.13,Odisha
20191027,25.49,0.08,85.49,Odisha
20191028,25.85,0.03,84.25,Odisha
20191029,25.5,0.0,85.26,Odisha
20191030,25.42,0.0,83.69,Odisha
20191031,23.97,0.06,83.27,Odisha
20191101,24.24,0.01,82.33,Odisha
20191102,23.89,0.0,83.98,Odisha
20191103,22.76,0.0,83.42,Odisha
20191104,23.28,0.0,83.33,Odisha
20191105,23.64,0.0,82.62,Odisha
20191106,23.24,0.0,81.64,Odisha
20191107,22.37,0.0,80.56,Odisha
20191108,21.37,4.04,88.24,Odisha
20191109,22.85,1.68,88.35,Odisha
20191110,23.94,0.06,88.21,Odisha
20191111,23.1,0.0,86.89,Odisha
20191112,21.58,0.0,81.83,Odisha
20191113,20.77,0.0,74.24,Odisha
20191114,20.65,0.0,73.1,Odisha
20191115,20.36,0.0,81.03,Odisha
20191116,20.24,0.0,82.04,Odisha
20191117,19.82,0.0,81.83,Odisha
20191118,20.05,0.0,81.13,Odisha
20191119,20.7,0.0,78.0,Odisha
20191120,21.29,0.0,78.12,Odisha
20191121,21.23,0.0,78.47,Odisha
20191122,20.72,0.0,81.11,Odisha
20191123,20.4,0.0,83.33,Odisha
20191124,20.51,0.0,79.86,Odisha
20191125,20.87,0.0,78.75,Odisha
20191126,21.11,0.0,83.37,Odisha
20191127,21.27,0.0,85.58,Odisha
20191128,21.3,0.0,86.78,Odisha
20191129,21.4,0.0,80.82,Odisha
20191130,20.83,0.0,80.68,Odisha
20191201,20.73,0.0,82.1,Odisha
20191202,20.22,0.0,80.66,Odisha
20191203,20.02,0.0,77.55,Odisha
20191204,19.44,0.0,79.72,Odisha
20191205,18.01,0.0,70.68,Odisha
20191206,17.78,0.0,75.78,Odisha
20191207,19.33,0.01,81.6,Odisha
20191208,20.72,0.0,81.29,Odisha
20191209,20.05,0.0,77.26,Odisha
20191210,19.27,0.0,78.89,Odisha
20191211,19.01,0.0,76.39,Odisha
20191212,18.87,0.02,77.11,Odisha
20191213,19.51,0.06,84.91,Odisha
20191214,20.68,0.0,84.32,Odisha
20191215,20.81,0.03,82.38,Odisha
20191216,20.39,0.02,83.04,Odisha
20191217,20.1,0.0,85.33,Odisha
20191218,17.86,0.0,85.71,Odisha
20191219,14.85,0.0,79.05,Odisha
20191220,14.71,0.0,75.54,Odisha
20191221,15.86,0.0,73.67,Odisha
20191222,17.7,0.0,70.95,Odisha
20191223,17.94,0.0,75.77,Odisha
20191224,18.28,0.0,76.24,Odisha
20191225,18.27,0.0,76.84,Odisha
20191226,17.83,0.51,88.37,Odisha
20191227,16.26,1.09,86.24,Odisha
20191228,11.89,0.0,67.64,Odisha
20191229,13.44,0.0,75.24,Odisha
20191230,14.53,0.0,72.49,Odisha
20191231,14.85,0.0,77.86,Odisha
20200101,15.65,0.01,77.16,Odisha
20200102,16.85,0.17,84.24,Odisha
20200103,16.68,9.94,93.1,Odisha
20200104,17.71,0.7,86.12,Odisha
20200105,17.24,0.03,83.31,Odisha
20200106,15.21,0.0,71.75,Odisha
20200107,15.94,0.0,68.14,Odisha
20200108,16.43,0.0,73.33,Odisha
20200109,17.23,3.52,92.37,Odisha
20200110,16.33,0.12,84.61,Odisha
20200111,13.43,0.0,75.87,Odisha
20200112,13.06,0.0,73.11,Odisha
20200113,14.38,0.0,68.15,Odisha
20200114,16.47,0.0,64.78,Odisha
20200115,18.21,0.0,65.25,Odisha
20200116,18.51,0.0,74.54,Odisha
20200117,18.5,0.0,77.46,Odisha
20200118,19.22,0.0,72.39,Odisha
20200119,19.51,0.0,73.6,Odisha
20200120,18.36,0.0,82.04,Odisha
20200121,18.1,0.0,72.1,Odisha
20200122,18.77,0.0,70.08,Odisha
20200123,19.54,0.03,79.49,Odisha
20200124,18.18,0.0,71.78,Odisha
20200125,16.73,0.0,61.11,Odisha
20200126,16.96,0.0,65.01,Odisha
20200127,17.49,0.0,59.51,Odisha
20200128,19.66,0.0,60.61,Odisha
20200129,21.77,0.46,79.87,Odisha
20200130,20.47,0.93,74.22,Odisha
20200131,17.77,0.11,67.62,Odisha
20200201,18.43,0.18,68.77,Odisha
20200202,19.39,0.01,67.2,Odisha
20200203,18.81,0.0,71.5,Odisha
20200204,18.37,3.8,79.11,Odisha
20200205,18.16,2.39,82.88,Odisha
20200206,20.0,2.06,74.94,Odisha
20200207,17.18,7.02,90.03,Odisha
20200208,16.48,8.58,89.0,Odisha
20200209,18.74,0.13,75.93,Odisha
20200210,17.55,0.0,61.58,Odisha
20200211,16.88,0.0,53.36,Odisha
20200212,17.22,0.0,55.42,Odisha
20200213,17.81,0.0,60.85,Odisha
20200214,19.9,0.0,61.46,Odisha
20200215,20.26,0.0,59.61,Odisha
20200216,20.22,0.0,53.49,Odisha
20200217,20.07,0.0,50.77,Odisha
20200218,19.89,0.0,48.09,Odisha
20200219,20.59,0.0,45.61,Odisha
20200220,22.11,0.0,66.71,Odisha
20200221,21.81,0.0,64.35,Odisha
20200222,21.92,0.0,58.45,Odisha
20200223,22.56,0.07,51.5,Odisha
20200224,22.97,2.58,53.17,Odisha
20200225,21.37,30.51,84.85,Odisha
20200226,20.75,4.32,68.65,Odisha
20200227,19.58,0.01,63.55,Odisha
20200228,20.97,0.0,61.93,Odisha
20200229,22.07,0.0,61.1,Odisha
20200301,22.99,0.0,59.98,Odisha
20200302,23.64,0.0,57.23,Odisha
20200303,24.52,0.41,59.26,Odisha
20200304,24.89,5.9,67.26,Odisha
20200305,23.8,11.98,78.76,Odisha
20200306,23.53,14.88,80.96,Odisha
20200307,24.39,8.84,79.69,Odisha
20200308,24.15,2.72,73.32,Odisha
20200309,23.18,0.0,59.75,Odisha
20200310,24.25,0.02,55.44,Odisha
20200311,25.56,1.23,72.12,Odisha
20200312,26.7,1.59,73.18,Odisha
20200313,27.03,0.9,71.54,Odisha
20200314,26.72,0.67,66.02,Odisha
20200315,26.15,0.39,67.69,Odisha
20200316,26.67,0.08,63.94,Odisha
20200317,26.11,0.0,54.76,Odisha
20200318,26.0,0.03,49.55,Odisha
20200319,25.53,10.82,60.91,Odisha
20200320,24.94,4.22,64.75,Odisha
20200321,26.19,2.15,54.99,Odisha
20200322,26.04,2.41,61.89,Odisha
20200323,25.82,0.16,56.61,Odisha
20200324,26.5,0.0,52.6,Odisha
20200325,27.89,0.0,51.06,Odisha
20200326,28.28,0.0,47.75,Odisha
20200327,29.67,0.0,48.54,Odisha
20200328,29.79,0.0,50.94,Odisha
20200329,29.85,0.21,51.17,Odisha
20200330,29.84,0.04,47.15,Odisha
20200331,29.49,0.0,45.27,Odisha
20200401,30.29,0.02,42.52,Odisha
20200402,30.58,0.0,40.06,Odisha
20200403,30.58,0.04,39.1,Odisha
20200404,30.14,0.83,41.32,Odisha
20200405,28.96,2.17,47.39,Odisha
20200406,28.93,0.0,36.79,Odisha
20200407,30.35,0.08,35.49,Odisha
20200408,30.93,3.15,50.69,Odisha
20200409,30.24,1.67,48.01,Odisha
20200410,30.96,0.0,41.91,Odisha
20200411,30.78,0.0,36.77,Odisha
20200412,30.87,0.0,34.54,Odisha
20200413,31.62,0.0,33.1,Odisha
20200414,31.92,0.01,34.22,Odisha
20200415,32.45,0.1,37.81,Odisha
20200416,32.52,0.34,38.17,Odisha
20200417,32.99,0.03,37.09,Odisha
20200418,33.37,2.72,41.05,Odisha
20200419,31.56,6.54,51.97,Odisha
20200420,32.75,0.05,44.64,Odisha
20200421,32.25,1.46,48.37,Odisha
20200422,30.07,13.35,57.47,Odisha
20200423,31.59,0.39,53.19,Odisha
20200424,30.46,21.59,66.66,Odisha
20200425,29.53,23.29,71.38,Odisha
20200426,29.55,7.65,70.73,Odisha
20200427,28.75,6.79,70.06,Odisha
20200428,28.39,3.11,64.72,Odisha
20200429,29.44,0.91,60.24,Odisha
20200430,29.77,7.23,61.74,Odisha
20200501,30.88,0.97,57.9,Odisha
20200502,30.42,6.31,61.89,Odisha
20200503,31.36,0.02,57.44,Odisha
20200504,32.29,1.06,59.65,Odisha
20200505,32.3,6.94,59.41,Odisha
20200506,31.31,9.47,59.65,Odisha
20200507,31.06,2.29,49.76,Odisha
20200508,32.13,0.02,43.18,Odisha
20200509,33.18,0.06,44.39,Odisha
20200510,33.6,0.13,45.32,Odisha
20200511,31.59,8.33,51.97,Odisha
20200512,31.84,0.01,49.68,Odisha
20200513,31.97,2.12,50.32,Odisha
20200514,33.12,0.0,49.19,Odisha
20200515,33.62,0.02,49.14,Odisha
20200516,32.86,12.91,54.69,Odisha
20200517,32.19,3.45,57.87,Odisha
20200518,31.93,0.01,55.13,Odisha
20200519,28.61,2.97,64.74,Odisha
20200520,26.96,23.1,65.44,Odisha
20200521,30.27,0.32,51.4,Odisha
20200522,31.88,0.0,42.28,Odisha
20200523,32.7,0.0,58.75,Odisha
20200524,33.97,0.0,54.48,Odisha
20200525,34.48,0.0,50.05,Odisha
20200526,35.16,0.0,49.1,Odisha
20200527,34.84,0.02,50.59,Odisha
20200528,34.19,4.64,54.51,Odisha
20200529,31.15,17.66,70.94,Odisha
20200530,31.21,6.5,66.89,Odisha
20200531,32.21,0.03,60.54,Odisha
20200601,30.98,7.29,66.26,Odisha
20200602,30.72,6.47,63.85,Odisha
20200603,30.18,14.37,64.9,Odisha
20200604,28.85,17.54,76.78,Odisha
20200605,30.15,0.16,68.12,Odisha
20200606,31.09,0.18,61.34,Odisha
20200607,31.3,0.73,62.12,Odisha
20200608,30.83,8.28,66.95,Odisha
20200609,30.85,0.83,66.07,Odisha
20200610,29.95,2.07,70.61,Odisha
20200611,28.59,4.75,79.56,Odisha
20200612,28.71,8.43,81.17,Odisha
20200613,27.6,23.28,89.19,Odisha
20200614,28.21,17.78,85.67,Odisha
20200615,27.77,13.72,88.94,Odisha
20200616,27.95,17.29,86.29,Odisha
20200617,27.97,9.53,81.76,Odisha
20200618,28.18,5.37,80.81,Odisha
20200619,28.22,12.8,81.06,Odisha
20200620,28.28,18.55,83.33,Odisha
20200621,27.47,6.68,87.9,Odisha
20200622,27.96,2.62,86.54,Odisha
20200623,28.32,3.27,83.67,Odisha
20200624,28.39,4.21,84.75,Odisha
20200625,28.92,1.53,82.05,Odisha
20200626,27.59,15.56,86.58,Odisha
20200627,27.22,7.03,88.61,Odisha
20200628,27.3,8.66,88.36,Odisha
20200629,27.13,15.65,87.93,Odisha
20200630,27.92,9.93,82.57,Odisha
20200701,28.43,0.85,82.52,Odisha
20200702,28.83,0.23,82.21,Odisha
20200703,28.97,0.09,82.71,Odisha
20200704,28.39,3.11,84.42,Odisha
20200705,28.4,11.23,86.34,Odisha
20200706,28.05,8.81,86.13,Odisha
20200707,28.33,0.38,80.0,Odisha
20200708,28.39,3.64,82.0,Odisha
20200709,27.81,11.28,87.27,Odisha
20200710,27.91,5.21,85.57,Odisha
20200711,27.49,4.41,86.48,Odisha
20200712,27.8,3.03,85.16,Odisha
20200713,27.14,22.93,88.04,Odisha
20200714,27.07,14.86,88.45,Odisha
20200715,27.58,2.9,83.66,Odisha
20200716,28.21,0.82,82.39,Odisha
20200717,28.42,0.97,81.73,Odisha
20200718,27.48,3.25,86.6,Odisha
20200719,27.66,8.46,87.3,Odisha
20200720,27.45,4.81,89.64,Odisha
20200721,27.52,3.92,85.59,Odisha
20200722,27.17,19.97,87.76,Odisha
20200723,26.86,5.43,85.01,Odisha
20200724,26.63,5.89,86.93,Odisha
20200725,28.21,0.46,80.32,Odisha
20200726,28.38,0.18,80.25,Odisha
20200727,27.98,5.45,84.76,Odisha
20200728,27.71,8.44,85.49,Odisha
20200729,28.36,2.62,82.21,Odisha
20200730,28.43,0.13,80.31,Odisha
20200731,28.54,0.38,80.03,Odisha
20200801,28.45,2.36,82.14,Odisha
20200802,28.49,3.56,84.81,Odisha
20200803,27.21,15.22,88.92,Odisha
20200804,27.01,36.4,92.26,Odisha
20200805,26.56,36.49,90.18,Odisha
20200806,27.44,9.78,85.78,Odisha
20200807,28.31,4.54,84.16,Odisha
20200808,28.15,4.13,83.66,Odisha
20200809,28.25,11.3,85.85,Odisha
20200810,28.15,5.28,87.86,Odisha
20200811,27.73,1.07,88.32,Odisha
20200812,28.26,0.27,87.34,Odisha
20200813,28.31,13.22,85.02,Odisha
20200814,27.55,23.99,87.81,Odisha
20200815,27.11,41.58,91.89,Odisha
20200816,26.77,16.06,90.6,Odisha
20200817,27.1,11.83,87.24,Odisha
20200818,27.24,8.53,88.31,Odisha
20200819,27.27,34.93,90.65,Odisha
20200820,27.11,27.49,89.75,Odisha
20200821,27.4,8.0,89.51,Odisha
20200822,27.42,6.88,88.5,Odisha
20200823,26.67,7.39,90.71,Odisha
20200824,26.28,3.0,90.56,Odisha
20200825,26.12,44.29,93.64,Odisha
20200826,26.14,100.06,94.33,Odisha
20200827,25.47,17.9,92.98,Odisha
20200828,25.28,3.93,89.56,Odisha
20200829,26.82,0.9,87.28,Odisha
20200830,27.28,0.54,87.69,Odisha
20200831,26.29,1.61,91.95,Odisha
20200901,26.43,20.2,91.27,Odisha
20200902,26.11,3.14,89.08,Odisha
20200903,26.81,0.46,86.61,Odisha
20200904,27.48,0.01,84.31,Odisha
20200905,27.66,0.3,84.89,Odisha
20200906,27.81,2.34,87.87,Odisha
20200907,28.01,2.84,87.14,Odisha
20200908,27.32,6.82,90.03,Odisha
20200909,27.47,5.43,85.03,Odisha
20200910,27.28,2.0,87.88,Odisha
20200911,27.47,3.66,87.75,Odisha
20200912,27.07,1.17,88.85,Odisha
20200913,27.18,0.45,89.09,Odisha
20200914,26.84,2.64,91.15,Odisha
20200915,26.88,2.69,91.74,Odisha
20200916,27.11,0.86,90.37,Odisha
20200917,27.26,1.25,89.02,Odisha
20200918,27.78,0.13,84.35,Odisha
20200919,28.46,0.82,83.32,Odisha
20200920,28.04,8.22,86.12,Odisha
20200921,27.4,33.47,87.3,Odisha
20200922,27.0,6.24,90.59,Odisha
20200923,27.48,1.65,89.13,Odisha
20200924,27.2,2.83,89.92,Odisha
20200925,26.77,1.11,91.37,Odisha
20200926,26.29,1.36,90.8,Odisha
20200927,26.26,0.32,86.73,Odisha
20200928,26.34,0.31,81.05,Odisha
20200929,26.72,1.66,86.13,Odisha
20200930,26.31,34.83,92.2,Odisha
20201001,25.13,26.37,94.44,Odisha
20201002,25.85,9.7,93.34,Odisha
20201003,26.22,20.89,93.42,Odisha
20201004,26.15,11.38,91.91,Odisha
20201005,26.23,3.46,89.44,Odisha
20201006,25.9,7.82,93.17,Odisha
20201007,26.14,13.15,90.89,Odisha
20201008,26.89,1.15,87.38,Odisha
20201009,27.02,0.02,86.33,Odisha
20201010,26.31,11.07,90.86,Odisha
20201011,26.5,0.37,87.44,Odisha
20201012,26.32,1.36,89.41,Odisha
20201013,26.59,4.45,90.62,Odisha
20201014,26.27,12.95,92.51,Odisha
20201015,26.64,9.69,91.19,Odisha
20201016,26.28,2.35,91.55,Odisha
20201017,26.89,0.02,83.8,Odisha
20201018,26.95,0.83,84.16,Odisha
20201019,26.11,4.75,87.49,Odisha
20201020,26.95,2.25,86.8,Odisha
20201021,26.3,1.53,90.94,Odisha
20201022,25.15,4.46,95.08,Odisha
20201023,25.6,0.45,88.86,Odisha
20201024,26.05,0.29,82.83,Odisha
20201025,25.7,0.0,79.81,Odisha
20201026,24.92,0.0,76.35,Odisha
